epoch,train_loss,recall@1,recall@5,recall@10,num_val_queries,num_val_db,epoch_time_min,num_train_batches,checkpoint,best_so_far,overlap_found_rate,overlap_weight_mean,validation_mode,num_valid_queries,cph_num_valid_queries,cph_recall@1,cph_recall@5,cph_recall@10,sf_num_valid_queries,sf_recall@1,sf_recall@5,sf_recall@10,best_recall@1_so_far,epochs_without_improvement
1,0.0005797494519384891,0.4256756724940764,0.5297297097943925,0.5729729796583588,,,403.934226222833,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_001.ckpt,True,1.0,0.09138970159474881,independent_citywise,740,498,0.5542168617248535,0.6967871189117432,0.7530120611190796,242,0.16115702688694,0.1859504133462906,0.20247933268547058,0.4256756724940764,0
2,0.00013726537163567614,0.45000001514280163,0.5554054079023567,0.5851351480628993,,,401.8955329457919,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_002.ckpt,True,1.0,0.08944658309239294,independent_citywise,740,498,0.5923694968223572,0.7329317331314087,0.7730923891067505,242,0.1570248007774353,0.1900826394557953,0.19834710657596588,0.45000001514280163,0
3,8.870252311845024e-05,0.46486484851386095,0.5702702804191693,0.6000000157066294,,,400.7462281703949,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_003.ckpt,True,1.0,0.08917248245322656,independent_citywise,740,498,0.6104417443275452,0.7530120611190796,0.7931727170944214,242,0.1652892529964447,0.19421488046646118,0.20247933268547058,0.46486484851386095,0
4,6.826003140458098e-05,0.49324323905480877,0.5824324203906832,0.6216216059552656,,,400.2010419925054,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_004.ckpt,True,1.0,0.08894774946179841,independent_citywise,740,498,0.650602400302887,0.7690762877464294,0.8132529854774475,242,0.1694214940071106,0.19834710657596588,0.22727273404598236,0.49324323905480877,0
5,5.5408030675503535e-05,0.48783782382269164,0.5783783890508317,0.6081081007783478,,,400.5052197376887,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_005.ckpt,False,1.0,0.08836714862281037,independent_citywise,740,498,0.6425702571868896,0.763052225112915,0.7991967797279358,242,0.1694214940071106,0.19834710657596588,0.21487602591514587,0.49324323905480877,1
6,5.113740153696488e-05,0.49729728207394885,0.5972972880344133,0.6243243406350548,,,400.91610574324926,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_006.ckpt,True,1.0,0.08869204105959544,independent_citywise,740,498,0.6526104211807251,0.7891566157341003,0.8253012299537659,242,0.17768594622612,0.20247933268547058,0.21074379980564117,0.49729728207394885,0
7,4.4327378248273954e-05,0.49864865428692584,0.5729729738187146,0.6135135043311764,,,401.1421099305153,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_007.ckpt,True,1.0,0.08915649636618553,independent_citywise,740,498,0.6586345434188843,0.7550200819969177,0.8112449645996094,242,0.1694214940071106,0.19834710657596588,0.20661157369613647,0.49864865428692584,0
8,4.046106127776386e-05,0.49729729395460437,0.5891891794027508,0.621621618802483,,,400.576108678182,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_008.ckpt,False,1.0,0.08899499276490702,independent_citywise,740,498,0.6606425642967224,0.7791164517402649,0.8192771077156067,242,0.16115702688694,0.19834710657596588,0.21487602591514587,0.49864865428692584,1
9,3.9055193307754255e-05,0.5081081008588946,0.5999999863070411,0.6162162142830926,,,400.78515060742694,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_009.ckpt,True,1.0,0.08897073262818758,independent_citywise,740,498,0.672690749168396,0.7911646366119385,0.8092369437217712,242,0.1694214940071106,0.20661157369613647,0.21900826692581177,0.5081081008588946,0
10,3.9052199141403215e-05,0.4918919011145025,0.5986486602473904,0.6283783661352621,,,400.9791456659635,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_010.ckpt,False,1.0,0.08886409141318573,independent_citywise,740,498,0.6465863585472107,0.7951807379722595,0.8333333134651184,242,0.1735537201166153,0.19421488046646118,0.20661157369613647,0.5081081008588946,1
11,3.876566056800294e-05,0.5108108285311106,0.6040540470464809,0.6324324492667173,,,400.26269648075106,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_011.ckpt,True,1.0,0.08919549120208549,independent_citywise,740,498,0.676706850528717,0.7991967797279358,0.8353413939476013,242,0.1694214940071106,0.20247933268547058,0.21487602591514587,0.5108108285311106,0
12,3.8395549765913255e-05,0.4918918787224873,0.5972972821947691,0.6283783719749064,,,401.16780649820964,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_012.ckpt,False,1.0,0.08885347020740231,independent_citywise,740,498,0.6526104211807251,0.7911646366119385,0.8313252925872803,242,0.16115702688694,0.19834710657596588,0.21074379980564117,0.5108108285311106,1
13,3.7283585467261215e-05,0.5148648715502507,0.5986486660870346,0.6256756678626344,,,400.3877180337906,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_013.ckpt,True,1.0,0.0888794906392333,independent_citywise,740,498,0.6787148714065552,0.7931727170944214,0.8313252925872803,242,0.17768594622612,0.19834710657596588,0.20247933268547058,0.5148648715502507,0
14,3.70839795904476e-05,0.5081081185791944,0.6054053908264315,0.6243243063623841,,,400.25596880118053,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_014.ckpt,False,1.0,0.08907688851630495,independent_citywise,740,498,0.6787148714065552,0.8012048006057739,0.823293149471283,242,0.1570248007774353,0.20247933268547058,0.21487602591514587,0.5148648715502507,1
15,3.740533390975671e-05,0.5013513311341002,0.6054053908264315,0.6243243347954106,,,399.23251846234,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_015.ckpt,False,1.0,0.08959853991517616,independent_citywise,740,498,0.6646586060523987,0.8012048006057739,0.827309250831604,242,0.1652892529964447,0.20247933268547058,0.20661157369613647,0.5148648715502507,2
16,3.747415686319108e-05,0.5067567687582325,0.5999999863070411,0.6351351251473298,,,399.63708794116974,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_016.ckpt,False,1.0,0.08933095946271093,independent_citywise,740,498,0.6666666865348816,0.7911646366119385,0.8433734774589539,242,0.17768594622612,0.20661157369613647,0.20661157369613647,0.5148648715502507,3
17,3.712158991582085e-05,0.5121621438780346,0.5932432566945617,0.6256756785753611,,,399.152588446935,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_017.ckpt,False,1.0,0.08937782635650927,independent_citywise,740,498,0.6746987700462341,0.7831325531005859,0.8293172717094421,242,0.17768594622612,0.20247933268547058,0.20661157369613647,0.5148648715502507,4
18,3.757303786982719e-05,0.4999999873541497,0.5932432508549175,0.6297297500275277,,,399.5495005448659,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_018.ckpt,False,1.0,0.0896980938233375,independent_citywise,740,498,0.6626505851745605,0.7851405739784241,0.8353413939476013,242,0.1652892529964447,0.19834710657596588,0.20661157369613647,0.5148648715502507,5
19,3.910927797388128e-05,0.48243244987081835,0.5878378190704294,0.6202702810635438,,,399.6449700872103,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_019.ckpt,False,1.0,0.08927354967534061,independent_citywise,740,498,0.6445783376693726,0.781124472618103,0.827309250831604,242,0.1487603336572647,0.1900826394557953,0.19421488046646118,0.5148648715502507,6
20,4.088349402994492e-05,0.4945946063947033,0.5851351256708841,0.6067567630394085,,,398.9630270838737,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_020.ckpt,False,1.0,0.08947787627049031,independent_citywise,740,498,0.6566265225410461,0.7791164517402649,0.8072289228439331,242,0.16115702688694,0.1859504133462906,0.19421488046646118,0.5148648715502507,7
21,3.7274232202460286e-05,0.514864877591262,0.6081081126590033,0.6364864913192956,,,398.89749341805776,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_021.ckpt,False,1.0,0.08811036180212133,independent_citywise,740,498,0.6887550354003906,0.8072289228439331,0.8393574357032776,242,0.1570248007774353,0.19834710657596588,0.21900826692581177,0.5148648715502507,8
22,3.938537144516681e-05,0.49729727740223345,0.5918919012353226,0.6229729567427893,,,399.12060422499974,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_022.ckpt,False,1.0,0.08863451378005406,independent_citywise,740,498,0.6646586060523987,0.7851405739784241,0.823293149471283,242,0.1528925597667694,0.19421488046646118,0.21074379980564117,0.5148648715502507,9
23,4.0156138698741673e-05,0.5040540471270277,0.5986486495346637,0.6216216306831386,,,399.4790264368057,15500,/workspace/mhernang/VPR/outputs/Resultados_O/checkpoints/epoch_023.ckpt,False,1.0,0.08909053795451238,independent_citywise,740,498,0.672690749168396,0.7971887588500977,0.827309250831604,242,0.1570248007774353,0.1900826394557953,0.19834710657596588,0.5148648715502507,10
